Author,Journal ,Country,Year,Study_id,Ingredient_type,Feed_general,Feed_specific,Feed_general_2,Feed_specific_2,Amino_supp,Supplement_type,FM_FO,Fish_group,Fish_sp,Fish_scientific,Life_stage,Replacement,FCR,Marine_ingredient_change,Crop_change,n3n6,Tissue,,,
Hien TTT,Aquaculture,Vietnam,2015,168.4,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine + Threonine + Taurine,FM,Freshwater fishes,Snakehead,Channa micropeltes,Fingerlings,40,1.29,1.39,,,,,,
Hien TTT,Aquaculture,Vietnam,2015,168.4,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine + Threonine + Taurine,FM,Freshwater fishes,Snakehead,Channa micropeltes,Fingerlings,50,1.34,1.76,,,,,,
Hossain MS,Fish Physiology and Biochemistry,Japan,2017,169,Single,Soy,SPC,,,Y,Lysine + Methionine + FAA + Guanosine,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,0,0.9,0,,,,,,
Hossain MS,Fish Physiology and Biochemistry,Japan,2017,169,Single,Soy,SPC,,,Y,Lysine + Methionine + FAA + Guanosine,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,33,0.93,0.85,,,,,,
Hossain MS,Fish Physiology and Biochemistry,Japan,2017,169,Single,Soy,SPC,,,Y,Lysine + Methionine + FAA + Guanosine,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,67,1.05,2.1,,,,,,
Hossain MS,Fish Physiology and Biochemistry,Japan,2017,169,Single,Soy,SPC,,,Y,Lysine + Methionine + FAA + Guanosine,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,100,1.79,3.3,,,,,,
Hossain MS,Aquaculture,Japan,2018,170,Single,Soy,SBM,,,N,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,0,1.18,0,,,,,,
Hossain MS,Aquaculture,Japan,2018,170.1,Single,Soy,SBM,,,N,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,0,1.18,0,,,,,,
Hossain MS,Aquaculture,Japan,2018,170,Single,Soy,SBM,,,Y,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,25,1.21,0.4,,,,,,
Hossain MS,Aquaculture,Japan,2018,170.1,Single,Soy,SBM,,,N,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,25,1.23,0.4,,,,,,
Hossain MS,Aquaculture,Japan,2018,170,Single,Soy,SBM,,,Y,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,50,1.24,0.8,,,,,,
Hossain MS,Aquaculture,Japan,2018,170.1,Single,Soy,SBM,,,N,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,50,1.48,0.8,,,,,,
Hossain MS,Aquaculture,Japan,2018,170,Single,Soy,SBM,,,Y,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,75,1.48,1.4,,,,,,
Hossain MS,Aquaculture,Japan,2018,170.1,Single,Soy,SBM,,,N,Lysine + Methionine + FAA + Inosine,FM,Marine fishes,Amberjack,Seriola dumerili,Juvenile,75,1.49,1.4,,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,1.52,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.1,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,1.52,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.2,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,1.52,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.3,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,1.52,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171,Single,Soy,SBM,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,30,1.69,-1,-0.4,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.1,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,30,1.72,-1,-0.4,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.2,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,30,1.66,-1,-0.4,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.3,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,30,1.62,-1,-0.4,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,2.03,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.1,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,2.03,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.2,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,2.03,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.3,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,0,2.03,0,0,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171,Single,Soy,SBM,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,45,2.32,-2,-1.1,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.1,Single,Soy,SBM with phytase,,,N,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,45,2.03,-2,-1.1,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.2,Single,Soy,SBM with phytase,,,Y,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,45,1.94,-2,-1.1,,,,,
Huynh HPY,Journal of the World Aquaculture Society ,Australia ,2011,171.3,Single,Soy,SBM,,,Y,Lsyine + Methionine,FM,Catfish,Australian Catifsh,Tandanus tandanus,None ,45,1.79,-2,-1.1,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,0,0.57,0,0,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.1,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,0,0.57,0,0,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.2,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,0,0.57,0,0,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.3,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,0,0.57,0,0,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.4,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,0,0.57,0,0,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.5,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,0,0.57,0,0,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,40,1.12,1,-18,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.1,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,40,1.2,1,-18,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.2,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,40,0.93,1,-18,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.3,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,40,1.33,1,-18,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.4,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,40,0.95,1,-18,,,,,
Imanpoor MR,Fish Physiology and Biochemistry,Iran ,2012,172.5,Single,Soy,SBM with phytase,,,Y,Lysine + Methionine,FM,Marine fishes,Persian Sturgeon,Acipenser persicus,Juvenile,40,1.33,1,-18,,,,,
Jiang HB,Aquaculture International ,China,2013,173,Mixture,Soy,SBM,Crops,Cottonseed meal,N,,FM,Crustaceans,Chinese Mittern Crab,Eriocheir sinensis,Juvenile,0,1.99,0,0,,,,,
Jiang HB,Aquaculture International ,China,2013,173,Mixture,Soy,SBM,Crops,Cottonseed meal,N,,FM,Crustaceans,Chinese Mittern Crab,Eriocheir sinensis,Juvenile,21,1.81,0.5,-5,,,,,
Jiang HB,Aquaculture International ,China,2013,173,Mixture,Soy,SBM,Crops,Cottonseed meal,N,,FM,Crustaceans,Chinese Mittern Crab,Eriocheir sinensis,Juvenile,43,1.89,1.5,-12,,,,,
Jiang HB,Aquaculture International ,China,2013,173,Mixture,Soy,SBM,Crops,Cottonseed meal,N,,FM,Crustaceans,Chinese Mittern Crab,Eriocheir sinensis,Juvenile,65,2.13,2.5,-20,,,,,
Jiang HB,Aquaculture International ,China,2013,173,Mixture,Soy,SBM,Crops,Cottonseed meal,N,,FM,Crustaceans,Chinese Mittern Crab,Eriocheir sinensis,Juvenile,100,2.31,2.5,-21,,,,,
Jirsa D,Aquaculture Nutrition,USA,2015,174,Single,Soy,SPC,Soy,SBM,Y,Lysine + Methionine + Threonine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,0,1.25,0,0,,,,,
Jirsa D,Aquaculture Nutrition,USA,2015,174,Single,Soy,SPC,Soy,SBM,Y,Lysine + Methionine + Threonine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,62,0.92,2.42,-12.57,,,,,
Jirsa D,Aquaculture Nutrition,USA,2015,174,Single,Soy,SPC,Soy,SBM,Y,Lysine + Methionine + Threonine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,72,0.91,3.31,-14.33,,,,,
Jirsa D,Aquaculture Nutrition,USA,2015,174,Single,Soy,SPC,Soy,SBM,Y,Lysine + Methionine + Threonine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,100,0.9,3.92,-16.72,,,,,
Kader MA,Fish Science,Japan,2011,175,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,0,1.41,0,0,,,,,
Kader MA,Fish Science,Japan,2011,175,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,15,1.45,0,-2,,,,,
Kader MA,Fish Science,Japan,2011,175,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,30,1.47,0,-4,,,,,
Kader MA,Fish Science,Japan,2011,175,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,45,1.56,0,-6,,,,,
Kader MA,Fish Science,Japan,2011,175,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,60,1.72,0,-8,,,,,
Kader MA,Aquaculture Research,Japan,2012,176,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,0,0.85,0,0,,,,,
Kader MA,Aquaculture Research,Japan,2012,176,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,12,0.86,-0.2,-2,,,,,
Kader MA,Aquaculture Research,Japan,2012,176,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,24,0.94,-0.5,-4,,,,,
Kader MA,Aquaculture Research,Japan,2012,176,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,36,0.94,-0.7,-6,,,,,
Kader MA,Aquaculture Research,Japan,2012,176,Mixture,Soy,Fermented SBM,Mollusc,Scallop by-product,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,48,1.02,-1,-8,,,,,
Kader MA,Aquaculture,Japan,2012,177,Single,Soy,Dehulled SBM,,,Y,Squid + Krill,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,0,1.19,0,0,,,,,
Kader MA,Aquaculture,Japan,2012,177,Single,Soy,Dehulled SBM,,,Y,Squid + Krill,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,70,1.08,3.5,-6,,,,,
Kader MA,Aquaculture,Japan,2012,177,Single,Soy,Dehulled SBM,,,Y,Squid + Krill,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,80,1.12,4,-7,,,,,
Kader MA,Aquaculture,Japan,2012,177,Single,Soy,Dehulled SBM,,,Y,Squid + Krill,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,90,1.18,4.5,-8,,,,,
Kader MA,Aquaculture,Japan,2012,177,Single,Soy,Dehulled SBM,,,Y,Squid + Krill,FM,Marine fishes,Red Seabream,Pagrus major,Juvenile,100,1.25,5,-9,,,,,
Kikuchi K,Fish Science,Japan,2009,178,Single,Soy,Defatted SBM,,,N,,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,0.93,0,0,,,,,
Kikuchi K,Fish Science,Japan,2009,178,Single,Soy,Defatted SBM,,,N,,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,30,1.08,1,-7,,,,,
Kikuchi K,Fish Science,Japan,2009,178.1,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,0.93,0,0,,,,,
Kikuchi K,Fish Science,Japan,2009,178.1,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,30,1.04,1,-7,,,,,
Kikuchi K,Fish Science,Japan,2009,178.2,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,0.93,0,0,,,,,
Kikuchi K,Fish Science,Japan,2009,178.2,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,30,0.97,1,-7,,,,,
Kikuchi K,Fish Science,Japan,2009,178.1,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,40,1.08,1.5,-9.5,,,,,
Kikuchi K,Fish Science,Japan,2009,178.2,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,40,1.02,1.5,-9.5,,,,,
Kikuchi K,Fish Science,Japan,2009,178.3,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,0.93,0,0,,,,,
Kikuchi K,Fish Science,Japan,2009,178.3,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,40,1.02,1.5,-9.5,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179,Single,Soy,Defatted SBM,,,N,,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,0.93,0,0,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179,Single,Soy,Defatted SBM,,,N,,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,20,0.99,0.5,-6,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179,Single,Soy,Defatted SBM,,,N,,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,40,1.11,1,-10,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179.1,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,0.93,0,0,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179.1,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,40,0.99,1.5,-10.5,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179.2,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,0.93,0,0,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179.2,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,40,0.95,1.5,-11.5,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179,Single,Soy,Defatted SBM,,,N,,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,60,1.23,2,-14,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179.1,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,60,1.04,1.5,-15,,,,,
Kikuchi K,Journal of the World Aquaculture Society ,Japan,2009,179.2,Single,Soy,Defatted SBM,,,Y,Blue Mussel,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,60,0.99,0.5,-15,,,,,
Kokou F,Aquaculture,Greece,2012,180,Single,Soy,Bioprocessed soy,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,0,0.95,0,0,,,,,
Kokou F,Aquaculture,Greece,2012,180,Single,Soy,Bioprocessed soy,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,20,0.97,1,-6.8,,,,,
Kokou F,Aquaculture,Greece,2012,180,Single,Soy,Bioprocessed soy,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,40,1.03,2.1,-13.6,,,,,
Kokou F,Aquaculture,Greece,2012,180,Single,Soy,Bioprocessed soy,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,60,1.22,2.9,-20,,,,,
Li P-Y,Aquaculture,China,2015,181,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,0,0.78,0,0,,,,,
Li P-Y,Aquaculture,China,2015,181,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,20,0.76,1.15,0,,,,,
Li P-Y,Aquaculture,China,2015,181,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,40,0.76,2.31,0,,,,,
Li P-Y,Aquaculture,China,2015,181,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,60,0.8,3.47,0,,,,,
Li P-Y,Aquaculture,China,2015,181,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,80,0.93,4.62,0,,,,,
Li P-Y,Aquaculture,China,2015,181,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,100,1.12,5.78,0,,,,,
Li Y,Aquaculture Research,China,2012,182,Single,Soy,SBM,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.04,0,0,,,,,
Li Y,Aquaculture Research,China,2012,182,Single,Soy,SBM,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,15,1.08,1.2,-2.1,,,,,
Li Y,Aquaculture Research,China,2012,182,Single,Soy,SBM,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,30,1.11,2.5,-3.2,,,,,
Li Y,Aquaculture Research,China,2012,182,Single,Soy,SBM,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,45,1.32,3.7,-5.3,,,,,
Li Y,Aquaculture Research,China,2012,182,Single,Soy,SBM,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,60,1.67,5,-8.4,,,,,
Li Y,Aquaculture Research,China,2012,182.1,Single,Soy,Dehulled HVS,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.04,0,0,,,,,
Li Y,Aquaculture Research,China,2012,182.1,Single,Soy,Dehulled HVS,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,15,1.06,1.2,-2.6,,,,,
Li Y,Aquaculture Research,China,2012,182.1,Single,Soy,Dehulled HVS,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,30,1.14,2.5,-5.2,,,,,
Li Y,Aquaculture Research,China,2012,182.1,Single,Soy,Dehulled HVS,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,45,1.23,3.7,-7.3,,,,,
Li Y,Aquaculture Research,China,2012,182.1,Single,Soy,Dehulled HVS,,,Y,Premix,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,60,1.49,5,9,,,,,
Lim S-J,Aquaculture,South Korea,2009,183,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Juvenile,0,1.11,,0,,,,,
Lim S-J,Aquaculture,South Korea,2009,183,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Juvenile,10,1.15,,-0.3,,,,,
Lim S-J,Aquaculture,South Korea,2009,183,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Juvenile,20,1.15,,-0.4,,,,,
Lim S-J,Aquaculture,South Korea,2009,183,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Juvenile,30,1.25,,-0.9,,,,,
Lim S-J,Aquaculture,South Korea,2009,183,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Juvenile,40,1.28,,-1.2,,,,,
Lim S-J,Aquaculture,South Korea,2009,183,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Juvenile,50,1.44,,-1.5,,,,,
Lim S-J,Aquaculture,South Korea,2009,183.1,Mixture,Soy,SBM with phytase + Fe,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Grower,0,1.72,,0,,,,,
Lim S-J,Aquaculture,South Korea,2009,183.1,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Grower,20,1.81,,-0.6,,,,,
Lim S-J,Aquaculture,South Korea,2009,183.1,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Grower,30,1.72,,-0.9,,,,,
Lim S-J,Aquaculture,South Korea,2009,183.2,Mixture,Soy,SBM with phytase + Fe,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Grower,0,1.72,,0,,,,,
Lim S-J,Aquaculture,South Korea,2009,183.2,Mixture,Soy,SBM with phytase + Fe,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Grower,20,1.61,,-0.6,,,,,
Lim S-J,Aquaculture,South Korea,2009,183.2,Mixture,Soy,SBM with phytase + Fe,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Parrotfish,Oplegnathus fasciatus,Grower,30,1.69,,-0.9,,,,,
Lim S-J,Aquaculture,South Korea,2011,184,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,1.34,,0,,,,,
Lim S-J,Aquaculture,South Korea,2011,184,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,15,1.4,,-4.4,,,,,
Lim S-J,Aquaculture,South Korea,2011,184,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,30,1.2,,-9.2,,,,,
Lim S-J,Aquaculture,South Korea,2011,184,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,45,1.73,,-13.7,,,,,
Lim S-J,Aquaculture,South Korea,2011,184,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,60,2.17,,-18.2,,,,,
Lim S-J,Aquaculture Nutrition,South Korea,2008,185,Mixture,Soy,SBM with P + Fe,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,0,1.14,,0,,,,,
Lim S-J,Aquaculture Nutrition,South Korea,2008,185,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,20,1.23,,-6.7,,,,,
Lim S-J,Aquaculture Nutrition,South Korea,2008,185,Mixture,Soy,SBM,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,30,1.25,,-10.1,,,,,
Lim S-J,Aquaculture Nutrition,South Korea,2008,185,Mixture,Soy,SBM with P + Fe,Crops,Cottonseed meal,Y,Lysine + Methionine,FM,Marine fishes,Tiger Puffer,Takifugu rubripes,Juvenile,30,1.2,,-10.1,,,,,
